frame,mcp_x,mcp_y,pip_x,pip_y,dip_x,dip_y,tip_x,tip_y,pip_angle,dip_angle
24,453.40601284296554,667.9950379451254,303.21107377180346,891.0406465034405,311.3782156540777,1042.36877394636,336.025390625,1167.3375651041665,142.95513556894284,171.93218092599878
25,452.28001772264065,667.8763845813027,302.575641025641,890.8629807692307,311.08595909342176,1042.096600331675,336.15158692562767,1167.32780672667,142.90336227154742,171.9023283157823
26,451.2302759134974,667.9818046234153,302.0393954011899,890.7555877150667,310.95259938837916,1041.9912427022518,336.5946590367191,1166.4393578127483,142.81703320657894,171.7302357043147
27,451.27374052608116,668.2077574676772,302.31532400707505,891.0787908023798,311.8478200883002,1041.9387417218543,337.7733333333333,1166.1734959349592,142.62717483397296,171.82816832020825
28,450.64852301694407,668.3792172739542,301.6799417192812,890.9802493119637,311.8476940071803,1041.698149682408,338.2736343649585,1166.1084052088618,142.3494079628147,171.86750122271638
29,449.9509230076542,668.2638451148132,301.42229784475774,890.5874250526657,312.0151515151515,1041.0996663886572,339.25373379287703,1165.1831610044312,142.2283774773963,171.64467984756075
30,449.84449438202245,667.9267415730337,301.54472739144626,890.3328436173686,312.53221757322177,1040.5382147838213,339.72896884890883,1164.4900882891886,142.12103265716885,171.8083439738707
31,449.86546275395034,667.6930022573364,301.6082725060827,889.6892133008921,312.50462573591255,1040.1633024950938,339.727092620109,1164.12877662209,142.12179362321896,171.75635623072256
32,450.0748268593797,667.3217404396266,301.6026016260162,889.4900813008129,313.2283047778242,1039.8965036913219,341.11415525114154,1164.0395738203958,141.82580219674566,171.75987871020206
33,450.0954074074074,667.3943703703703,302.3711306614532,889.6552623004235,314.7396358543417,1039.9816526610643,343.70077676460653,1163.9478216818643,141.68668690387673,171.55389843098126
34,450.00430394775896,667.0716829919858,302.6835132482826,889.5214262348707,315.8755779739386,1039.8668908504974,345.77427304090685,1163.221948414654,141.4702894227136,171.39002073407903
35,450.3325866188769,666.5924432497013,303.715483234714,889.525476660092,318.03050657710605,1039.4552197033304,348.57650410591583,1162.1695994637168,141.21418286671064,171.47600531983147
36,450.6789575003702,665.9187027987562,304.9343483955468,889.4025867714472,320.19657757035776,1039.0316786875972,351.5748246964255,1161.590046177527,141.06564137389162,171.46326433033823
37,451.7212995337995,665.3943764568764,306.74705304518665,889.303536345776,323.01613588110405,1038.599009200283,355.7162767546043,1160.4330512692882,140.85907580035646,171.1950720503545
38,451.9876095497129,664.416893321245,309.6697788697789,889.7741195741195,327.59052526119933,1038.8575926721053,360.54864351131846,1160.8149300155521,140.8723118831898,171.7318636283113
39,452.02953773445574,663.5507310589278,311.07287516600263,889.9252988047808,330.3746223564955,1038.9024600776866,364.5135599038791,1160.5090971507036,140.70849458466472,171.70106219719787
40,450.839651416122,662.7908496732026,312.2622549019608,890.6699346405228,332.9839648077196,1039.2561373634169,368.71116883116883,1160.4524675324676,140.75624143545446,171.51434134409598
41,450.6588098355885,662.8942237741887,314.173418972332,891.9471343873518,336.8189371150265,1040.3690015757054,374.2217125382263,1161.2930682976555,140.53560163124294,171.48776634801035
42,450.24626865671644,662.7714369329822,315.3524847284134,892.4447746409113,340.11538461538464,1040.4515989628349,379.535981878376,1160.8236626589996,140.07491692966792,171.36505409160338
43,450.1115497076023,661.8086257309941,315.6359126984127,891.6770833333334,341.1094420600858,1039.7377682403433,381.81967787114843,1159.9313725490194,139.90983839293153,171.05052307554868
44,449.6813682678311,661.7272197962154,315.84931280013245,891.7259480046365,342.72869565217394,1039.6139130434783,384.54168806711175,1158.9231296010955,139.50431296244983,170.9878711974081
45,449.6140119935644,662.1448003510311,317.09412737799835,892.1735318444995,345.3056531927358,1039.5013181019333,388.7809423347398,1158.1972573839662,139.2134545814622,170.7237472299418
46,449.7483974358974,662.6745337995337,318.1103344982526,892.7155932767515,347.9218704192319,1039.598944591029,393.12812333864963,1157.622009569378,138.74725638853417,170.51465861496223
47,449.25759577278734,663.0221635109349,318.58976930792375,893.0837512537613,350.13216117216115,1039.5567765567764,397.51838299355285,1156.8135563687051,138.2519406460336,170.14803988679327
48,448.67362318840577,663.2073913043479,319.6067472306143,893.3128566633098,353.08007612355436,1039.4464939247548,402.12515423937947,1155.5774722369117,137.8102103679562,170.00601076961942
49,448.3768115942029,663.066231884058,321.05656260490093,893.7707284323598,356.034367263725,1039.6455511868355,406.26481084939326,1155.1632762312634,137.62296130655292,169.98299616580815
50,448.5575132502506,662.5702621400945,322.44931184961393,893.8093319906009,359.8348254252462,1039.2235153685465,412.1111111111111,1154.1646480603827,136.97548486590108,169.96181716425477
51,448.43818001978235,662.1398897838067,324.09306260575295,893.975296108291,364.66071694184143,1038.3607020675292,420.29209069808957,1151.7766470273166,136.09942329004224,169.56535676343685
52,448.571509009009,661.6535754504504,325.1174280879864,894.00372250423,368.2496656263932,1037.778421756576,426.25396825396825,1150.1404006046862,135.3178702185693,169.39517064326034
53,448.07635953789793,660.844181459566,325.4162410623085,893.4759959141982,370.60191956124316,1036.509750152346,430.2322118036404,1147.9803272660415,134.6667918572335,169.38760877234478
54,447.59904801903957,660.1608567828644,326.0610280213168,892.9181708784596,373.81431566337227,1035.0369871218927,435.753164556962,1145.3534714230916,133.85511156866266,169.26015565843485
55,447.0239301801801,659.5339245495495,325.99640287769785,892.168722165125,375.23737373737373,1034.184046345811,438.38044338875693,1143.127672209026,133.39147033829616,169.02664212082223
56,446.79593529655745,659.3742568781971,325.93089849108367,892.0833333333334,375.62372830640334,1033.922950329144,439.69731152472264,1142.6777589772512,133.2457574634437,168.80293027042399
57,446.03590168461744,659.0202982601492,325.94833504977686,892.0942327497426,376.93029893345346,1033.515247108307,441.83478260869566,1141.7853140096618,132.9168247729973,168.88276628002183
58,445.0524187926948,658.8158371671545,325.6330070410441,891.9235789112141,378.9978739559605,1032.2684889901288,445.7991001564945,1138.8069248826291,132.0554163373672,168.73050804609275
59,443.7864669994453,658.4735163616195,325.38700121972465,891.351629203694,381.1625457875458,1030.7371794871794,450.4003298289012,1135.8433312719026,131.24142302867932,168.43441115571693
60,443.05408388520965,657.8007726269315,325.4769364664926,891.2248912097475,383.1525164448523,1029.8656876242924,454.40404040404036,1133.359101216244,130.67766075821936,168.0416410427894
61,441.99297654164906,657.3715409467621,324.73053042398436,890.6725208444207,384.6322429906542,1028.3406542056075,457.57548579970097,1130.965406790519,129.80017851556005,168.11035254156937
62,441.2838283828383,656.3179317931792,324.04904051172707,889.9514925373135,386.7871333964049,1026.1187322611163,462.2130518234165,1126.9554275965024,128.6154455823957,167.941038719913
63,440.86445824706686,655.5672877846791,324.1215370866845,889.4924039320822,388.5811320754717,1024.7463836477987,465.60523938572715,1123.6052393857271,127.99637939710934,167.5583219070317
64,440.1159062885327,655.3130565830935,323.6455537663267,888.7781356235462,390.33603431839845,1023.1750873848108,468.74228187919465,1121.97225950783,127.09491208903906,167.9557307740208
65,439.29089692101735,654.7170013386881,323.8749774164408,888.5479674796748,393.0269022604266,1021.6950015918496,473.6198669419591,1118.6239963294333,126.28386301415242,167.70348880618172
66,439.1290936268514,655.0141323549394,326.22483160385946,889.9861642089932,397.8556583861016,1021.7694430914108,479.9254510921177,1116.7359924026591,125.80937536354122,167.69282743597665
67,439.1280907985407,655.302661802459,328.0348858447488,890.493698630137,401.81772110511685,1020.648193558934,486.07373965387507,1114.8936543767243,125.16783022430862,167.75140953709678
68,438.4861855670103,654.7035051546392,328.44836601307185,889.7908496732025,405.0232443125618,1018.51137487636,491.79203758654796,1109.9802176063304,124.16892124084531,167.25861243120065
69,439.3956284153005,654.0508196721312,329.14673404454425,889.3340819764178,407.9029726118904,1016.4893119572478,496.1826666666666,1106.176,123.12031292760672,167.22583397382937
70,439.49330085261875,653.6628772499661,329.55151853922115,888.9105645612074,410.1740427647936,1015.245483175866,499.4678899082569,1103.1137614678898,122.40661496121788,167.08356278896647
71,438.97786885245904,652.9109289617486,329.0673699796409,888.2193225985563,411.7361809045226,1013.1537688442211,502.72279202279196,1099.177207977208,121.47062516203091,166.88641535730423
72,438.496092143151,651.8194158782394,327.69328048320114,886.6089090222725,412.53346924906555,1010.2315664288141,505.4947478991597,1095.2412464985994,120.27508169344175,166.90293830558983
73,438.9569759450171,651.1319587628866,325.9392201834862,884.7146406727828,412.4120992761117,1006.8359186487418,507.1167355371901,1088.5485537190082,118.87828916573233,166.09007207721578
74,439.53946830265846,649.962781186094,324.9089861751152,882.9391321044546,413.59969246540237,1003.9347343242781,508.9833094897472,1088.4387219837863,117.5599001039972,167.78066111014937
76,440.21273712737127,647.9785907859078,321.74941995359626,878.895784996133,415.7663634742286,995.7362225789192,536.5135951661631,1054.0949983215844,114.0193498056578,154.61738588493952
77,440.63715136745185,647.1971297048469,318.478587962963,876.1992669753085,415.05286343612335,990.0108296622612,540.4721004966403,1045.4536955886647,111.60670421522092,154.16443553405833
78,440.6971651215907,645.7936316001612,315.4863671274961,873.7075652841781,409.0761904761905,984.8787301587301,542.4647964796479,1034.920517051705,111.12413123480097,150.65643883680428
79,440.5046352277308,644.7209458551658,313.53010194268126,871.728793998846,409.9540548874499,979.2112241751464,546.5640040962621,1026.3087557603687,108.88426344573968,150.9178149575579
87,443.8372745490982,640.0323313293253,302.5442103367549,857.9034755987753,438.70004909180165,939.9563082965144,565.2232678668848,948.7588652482269,88.11073030124273,152.90499628953665
88,443.7421435432962,639.91532866749,302.45868794326236,857.5039007092198,437.97035256410254,936.3201121794871,567.7687183586464,939.6585398347987,87.18685702509975,151.29021591512705
89,443.5676106900678,639.4563222975668,302.0859593837535,857.1311274509803,437.91770647653,933.5160427807486,567.9081257656186,932.6971553014835,86.32862534650224,150.28786156842042
90,443.5548548153987,639.1990540007884,301.3655800911321,856.1409043112513,437.47938662644543,932.7838109602815,567.7348183505701,928.1958366481039,86.14110809933806,148.59973666347193
91,442.6343393695506,638.5138832997987,300.6328205128205,855.1748717948718,435.644105286441,931.7184251271841,566.7635613967271,924.0591418631619,86.30953088030711,147.10617498088732
92,442.4265968867418,637.9919484702093,299.89148090547775,854.3563158804216,437.63504611330694,927.8629776021079,566.7320236746001,919.3950384082609,84.71071472213937,148.1605893647336
93,441.5511093502377,637.8431061806656,299.082857637087,853.5960906417574,437.7560368434154,927.0938511326859,565.9668659691081,914.5072247135026,84.48590922939034,146.46925938217285
94,440.52305246422895,637.6342077371488,298.45090971507034,853.3081016134569,437.36157337367626,924.3189611699444,565.2953328232594,908.8630451415455,83.70169741297606,146.0353455956458
95,439.773322641005,637.6117348302593,297.3826279109298,852.6403195648478,434.11630199093236,923.4186871673566,564.6255954680056,904.2936783829019,83.8554449496416,144.2953948813523
96,438.76456504389466,637.6626762436817,295.95218366994646,852.7419299154151,433.37243465111254,922.5260315402894,563.195343997919,902.4603979711276,83.33804016622085,144.29164339320582
97,436.8759627077422,637.5923523848128,293.8390092879257,852.4337805297557,432.9710241097102,922.1568237115682,561.1006850200336,900.9066821765541,82.96191233647129,143.96651876901197
98,435.29307116104866,637.652354200107,291.84319833852544,852.3835237106264,431.9037356321839,920.3999042145592,559.0930778255769,899.3603180810845,82.15753006884025,144.70502563349297
99,433.65034122842235,637.3555466345509,289.85859630970856,851.7434040351785,427.15599751398383,920.5931220219597,556.7046514727442,897.5020658403305,82.78203061617894,143.26148033064396
100,432.0816326530612,636.6080272108843,287.35908069811643,850.5327458095732,428.27429543245864,919.1749271137027,554.5125920185974,896.3652331137802,81.89268832321538,143.78637569007878
101,430.15759042624705,634.9495764421138,283.34690721649486,847.6104810996563,422.4707098552722,918.3859407305307,549.5801596649652,895.9243554508571,82.34418093520054,143.01520393320044
102,428.8195346320346,635.1011904761905,281.39172365421706,847.8218481500963,418.2595480903819,919.3195360927814,547.2580227743271,896.1428571428571,82.85767337000216,142.23265877304104
103,427.2227156506526,635.5474364150182,280.0879971840901,848.7923266455473,418.7146953405018,918.1538829151731,545.711377245509,895.9222887558216,81.97608767653216,143.48962515325536
104,424.8701622971286,635.8453322236094,278.2164730728617,849.0359028511087,414.51545322547184,919.136278780336,543.3215384615385,895.8852564102564,82.69329709255075,142.55026264786775
105,423.1288998357964,635.9922003284072,275.92261270855516,848.5511182108626,413.007530454042,918.841196013289,540.8810660302307,896.0373906125697,82.4421279930079,142.74227110098647
106,422.5240649064906,636.2270352035204,275.36247334754796,848.9120469083156,413.68551724137933,918.731724137931,540.2062541583499,896.0058549567531,82.10249113061118,143.03429151477832
107,422.3623716909778,636.3565640194489,275.3547986517651,849.3159481993968,414.1677419354839,918.3347670250896,540.6677497969131,894.8030056864338,81.81927340803328,143.0252801919056
108,421.7593575609092,635.9318089015925,274.75410131602666,848.9217595096449,413.04758667573077,918.0999320190347,539.9516024393408,894.1863241209289,81.9621038001183,142.75293781534126
109,421.34487850718216,635.4019331453886,274.2895911444385,848.235493661846,410.9388783868935,917.0113421550094,539.16,891.9408580858085,82.07404155910876,142.22059426186038
110,420.99598232221774,635.4842640953528,274.1326825741142,848.0197035430224,412.4544827586207,916.5770114942528,538.9994696367011,889.9802439671173,81.71997359953613,141.76585623555198
111,420.64920059115946,635.0131667338438,273.9262045495253,847.5851692638366,412.4332865168539,914.6762640449438,538.9476461038961,887.5136634199133,81.23046937297197,142.0375979710232
112,420.3457193412277,634.6235198040016,273.83590288853446,847.4809498493709,410.5260054748368,914.3139608338597,538.460807918673,885.9585339753878,81.51612983166567,141.4472285262721
113,420.45181545181543,634.2203112203113,274.01404646137223,846.8926706284891,411.42452830188677,913.2603773584906,538.2864864864865,883.9167013167013,81.23025685001154,141.1962802769541
114,421.00392156862745,634.28492224476,274.31021505376344,846.853046594982,410.7718242022878,913.0722456351596,538.7068595927116,883.0677920685958,81.275751226303,140.91564575297997
115,421.11206896551727,634.1045429666119,274.27938034188037,846.4503205128206,411.11385047103624,912.5736620565243,539.1535783904204,882.0423280423279,81.12845345003437,140.79665196848833
116,421.1354337152209,634.215493726132,274.74027853138,846.810273105444,413.5380852550664,911.5620778010715,539.7482488669139,881.1351462711166,80.45820726792718,141.435749979018
117,420.4423361593325,633.5205221369937,274.13372823550526,846.2351462933045,413.68542667581784,911.171127888355,539.1129807692307,881.0033386752135,80.43259706392323,141.5226904137509
118,420.4055896387185,633.1321063394684,274.606093979442,846.348751835536,411.94577942082566,910.8839597453275,539.1718418259022,880.2915339702759,80.80391055937797,141.31091034760644
119,421.07195895774265,633.1433778857837,275.9412194231471,846.8054034319093,415.0707732634338,910.6664482306684,540.4323765192655,879.8290664597878,80.4688642572407,141.52501814928542
120,421.8624210667741,633.3074029289264,276.7,846.7119705340699,414.40705931495404,910.5722639933166,540.9766336633663,879.4805280528052,80.65466063500313,141.31955684864755
121,422.0157639450283,633.4128267313392,276.9965067107924,846.4574370288656,415.0276876487129,910.3339822626,541.0951054516514,879.4637219790421,80.59015424238443,141.40743520158372
122,421.6741101637569,633.3942346731628,276.6299592139414,846.0797182054134,413.6060021436227,910.4668810289389,540.5313733496665,879.8649789029535,80.883773532486,141.26819543150643
123,420.39047225664325,633.0262976731377,274.8754116355653,845.0702524698133,412.7732585320243,910.6823281907433,538.4197229013855,881.8753056234718,80.98535740872975,141.64174131716206
124,419.23832923832924,632.8090363090363,273.5744481855593,844.4139543583988,409.26279483756116,912.2454383622606,537.6769788182831,884.1382385730211,82.0181487724843,141.09308136188235
125,418.2294567294567,632.9318864318864,272.23822869955154,844.8753736920777,407.52337464666226,913.4674929332463,535.0739866194411,887.9212908303817,82.32596194108709,141.78861716666438
126,416.3913872989915,633.0207140910329,269.4602004159576,844.428436377387,402.6218144750255,915.5435270132517,532.3872529245664,893.3003899421809,83.30467398983876,142.16894675290735
127,414.3259380991509,633.2328129279649,267.1184085284599,844.8425661526746,401.9317499317499,917.183183183183,530.0831541218638,898.7849462365591,83.3933085935717,143.61214275867928
128,412.12966790684857,633.7284001653576,264.7329534662868,845.7272554605887,396.54110078627593,921.6759590183464,526.1461835387872,906.79741003611,85.14104356267366,143.5003401194574
129,410.29692456212933,634.290442697559,262.33946712670115,845.7891508529806,390.2770992366412,927.0613231552162,521.4852589641434,919.0942895086321,87.45033188789824,144.09954663033756
130,410.09762389680924,634.8443991853361,261.4168613707165,846.1577102803739,387.48467966573816,931.8461776539771,517.1598850574712,930.45,89.07365099432675,145.17913581330396
131,410.18200836820085,634.1785216178521,259.8835616438356,845.5176940639269,379.2701541571898,937.2944149608288,510.96849158825205,945.6568291987453,92.13140037259507,146.08245458660878
132,410.2548185941043,634.1164965986394,259.5153457653457,845.5703185703185,374.2021446497832,941.1779603011636,507.84873690696236,952.6658964879853,94.33197962680462,145.0969496051358
133,409.5423537702607,633.7980267794221,258.6715371127995,845.1772842392363,370.2078320358575,944.4328851144137,503.22370766488416,960.7869875222816,96.1485827381758,145.34352509887512
134,407.8827653905483,633.462768195204,256.7997658079625,844.7191647150663,366.2752950280518,946.7353453279164,497.68096863318704,967.7502031529334,97.4090147335979,146.1059988078529
135,406.97891690781313,633.0410638004685,255.87238207085534,844.7052260716383,364.0449630051224,947.3663441472205,495.5425514403292,971.3632921810699,97.97960608240986,146.83952688488935
136,406.9924780610113,632.0805126062126,256.1658914728682,844.13992248062,358.31345565749234,953.6639908256881,488.9314586994728,986.4297012302285,101.57366183525001,147.08626504766656
137,406.5554615926709,631.7891472868216,256.9642371234208,844.9661807580175,356.7367314766159,956.3413907864774,484.3471926083866,995.1215351812367,103.08705884118407,148.7584691178803
138,405.9784182678919,632.2763854079643,257.60077745383865,845.8530612244898,355.6258967629046,958.2407699037619,482.2295482295482,999.0746555032268,104.11612043195207,148.9713354082225
139,405.2022720975339,633.0020781379884,258.04449603404913,846.7887405687754,351.8202898550724,963.1159420289854,476.0338441890166,1009.1738505747127,106.58522109988886,149.2181987283349
140,403.79479606188465,633.7572433192686,258.69571150097465,848.8089668615984,348.82774626095926,967.7319924359635,470.7246452059536,1019.4032537210106,108.83321310460468,150.13032753239534
141,401.7105813467169,634.783214833403,259.7314869377332,851.287566293459,347.31338448422844,972.2284739982949,463.2009267059815,1029.2826453243472,110.83299688138658,152.12307722598314
142,400.6858173744102,635.4908409658618,261.6363636363636,853.934023782125,341.8441398699701,980.5387453874539,449.3528657393706,1050.753576008681,115.16586310810109,155.50433124762208
143,399.7503498460677,635.5312062692415,264.4859865470852,856.5078475336323,335.5543269230769,988.4552884615384,433.75249241439093,1070.3389683571738,120.22094614815047,158.1308225040663
144,399.23149318724535,635.7176569742942,268.5698161296195,859.5563444383761,334.0931442080378,994.5487785657998,426.0877994315875,1083.6188591149005,123.83529804143511,159.9658830865675
145,398.74015859529874,635.8667516284338,273.0982996811902,862.4091392136025,328.99508638453,1001.9811380567442,410.84840629800306,1100.3783602150538,129.16150367960356,162.069540695984
146,397.8286644029428,635.8149405772496,277.06081081081084,864.8955301455302,325.78440297375204,1006.8837809133666,400.2084812623274,1113.5364891518736,133.26269923918136,164.0317825713916
147,396.7286624203822,636.4928520877564,280.2206085753803,867.4389695712309,326.3154598227925,1010.1133516651389,394.9411694652852,1119.9274740978922,135.32543244072912,165.90212829381076
148,395.54985275557425,636.7555742532604,281.2143579373104,869.0576339737108,322.41758917589175,1013.271832718327,387.5503854625551,1125.9231828193833,137.8492066950779,165.9094356767668
149,393.59163487353396,636.3009749894023,280.36433718786657,869.6178984414279,316.1046075341437,1015.103556956326,371.6374677953625,1131.598822230401,140.31091326906372,168.31510269734034
150,392.2780094523214,636.92396441479,281.4517149517149,871.0947385947385,313.84645374119054,1017.5051731893838,365.07021546261086,1135.3455006337135,142.1969046116577,168.98224679563432
151,391.9682933553901,637.2205679625034,281.22586148072327,872.2052200614124,307.04670114402126,1019.634540040746,352.46797865243497,1139.3382254836558,144.83260800640318,169.15492429746539
152,391.4465435208508,636.4219143576826,279.0807463952502,871.4729431721797,295.05891401322873,1020.269035532995,333.1855784118558,1143.7962840079629,148.32083233275642,168.9762723250853
153,391.10321133080913,636.0555321834245,279.7647877522616,872.0029575504523,290.7962712374079,1021.2622162080888,323.52663908737617,1145.6776983828506,150.51145866385858,169.48792322525105
154,391.41487114490917,636.8555133079848,281.81844777146785,873.4204095680606,288.94784995425437,1022.8035986581274,318.4118009361911,1148.1810790835182,152.41012462850685,169.50774563285043
155,391.3834321196726,637.1097939599209,280.7074900536239,873.4961079398028,280.17410852713175,1023.2350387596898,304.5142663043478,1149.6976902173913,155.1151233877765,168.9014617461975
156,390.4890450599421,637.7314317210969,279.946910356832,874.280591818973,274.2013952077646,1024.0285107673642,293.91871091871093,1152.3595478595478,157.15001831028073,169.0679015777126
157,390.29974597798474,639.192633361558,280.6145448142278,876.0596936080295,270.92644104466075,1025.4280636686756,287.27249327249325,1154.6196326196325,158.86375926269827,169.07789573922182
158,390.19259573265504,640.2932033347463,282.5484608619173,877.9007915567282,269.4589885908109,1026.7422139993832,281.75275857887715,1156.3732266278646,160.65369236662872,169.5566648021396
159,390.846348670325,641.4102997045167,285.6795698924731,879.6347670250896,269.6458814472671,1028.1667436489608,278.27242984774125,1158.1510003775008,162.34150986905223,170.0419787889088
160,391.0890111440259,642.442657638595,289.5648197009674,881.6587510993843,272.08581918311154,1029.6619244301667,278.86472516389307,1159.865859808371,163.7388196813496,170.284291158686
161,391.7746204206714,643.645772391698,292.1264800861141,883.1311445999281,273.8222117794486,1030.6309523809523,278.97901746450555,1160.7701972609623,164.4822194291036,170.6567624080911
162,392.8509971509971,644.5411680911681,295.5746574123509,884.3808506851752,275.4913591779542,1031.5989413046862,279.25622995312114,1162.2459906242289,165.69132852703962,170.58109542753397
163,393.8981833544571,645.7603154485283,298.51708713544457,886.109500805153,277.488609948861,1033.0866263753292,280.15250061591524,1163.6362404533136,166.49688094139364,170.68880096676048
164,394.21487719298244,646.5087719298245,299.41159880133966,886.8388859509959,277.5323840146991,1033.6933088347878,279.26421404682276,1164.5171559519385,166.94612289261968,170.76764671382466
165,394.207622298066,647.0129408418658,299.0366631243358,887.3792065178886,277.18785637232236,1034.0100169517646,278.7876019973207,1164.6898063573256,166.87437035135736,170.8236017030365
166,394.4361462728551,647.5398030942334,299.00282635576747,888.0280869104398,276.85115989413043,1034.6811458819864,278.4390006093845,1165.4992078001217,166.9447511258554,170.71510359993033
167,394.4914511798784,647.6379821958457,299.56231270932483,888.3962630001762,277.4843652282677,1034.9399624765479,278.86730205278593,1165.8526392961876,167.04868404782937,170.82714032514022
168,395.2922796693288,647.3306711503432,301.3004201680672,888.3025210084033,279.26218769043265,1035.1684948202314,280.83112257430605,1166.048268238762,167.22551316223996,170.77924754523514
169,397.9155367231638,646.4252824858756,303.6866310160428,887.8691622103387,281.72691888525605,1034.5654678499143,282.8976800976801,1165.4018315018316,167.1943434247935,170.97363717636915
170,403.08032128514054,646.5646873207114,309.03464369054024,887.274816011488,287.1793444650587,1033.5734384662956,288.26475630663725,1164.4910604947343,167.15584962867666,171.02849834724583
171,410.19761372110366,645.9121551081282,316.15904499540864,886.502662993572,294.5549038774845,1032.784946236559,296.54108894149476,1162.693946567467,167.0523483488447,170.7229000422134
172,417.354193456208,644.871981711673,323.79626637946507,885.5069107880092,302.4983788791107,1031.7159178632082,304.0480359965949,1161.7498479873525,167.0419476473417,171.0293836100993
173,420.4974996428061,643.836262323189,327.4933620380337,884.2517043415859,306.38917167977786,1030.1838654943697,307.6463247223262,1160.1190565331337,167.08001970056534,171.216804862749
